Job Title,Company,Study Level,Experience Level,Location,Contract Type,Job Details,URL,Is CDI,Is CDD,Encoded Study Level,Encoded Experience Level
"Full stack JAVA/AWS Anglophone (H/F) - Rabat, Rabat-Salé-Kénitra, Maroc",DXC Technology est née en avril 2017 d'une fusion entre CSC (Computer Sciences Corporation),Bac +4 Minimum,De 3 à 5 ans,"Technopolis-Rabatshore , batiment B9 11100 Sala Al Jadida - Rabat",CDI,"[""Informatique"", ""Electronique"", ""Informatique""]",https://www.rekrute.com/offre-emploi-full-stack-javaaws-anglophone-hf-recrutement-dxc-technology-maroc-rabat-rabat-sale-kenitra-maroc-166794.html,1,0,3,4.0
Conseiller de Clientèle Italophone / English - Salé - Technopolis,environnement multiculturel et multinational. Un environnement ouvert et basé sur le travail en équipe,Bac +2 Minimum - Baccalauréat,Moins de 1 an,"Technopolis-Rabatshore , batiment B9 11100 Sala Al Jadida - Rabat",CDI,"[""Call"" ""Centers"", ""Informatique""]",https://www.rekrute.com/offre-emploi-conseiller-de-clientele-italophone-english-recrutement-dxc-technology-maroc-sale---technopolis-166639.html,1,0,1,0.5
Développeur Senior Kafka - Casablanca,DXC Technology est née en avril 2017 d'une fusion entre CSC (Computer Sciences Corporation),Bac +5 et plus Minimum - Ecole d'ingénieur,De 3 à 5 ans,"Technopolis-Rabatshore , batiment B9 11100 Sala Al Jadida - Rabat",CDI,"[""Informatique"", ""Electronique"", ""Informatique""]",https://www.rekrute.com/offre-emploi-developpeur-senior-kafka-recrutement-dxc-technology-maroc-casablanca-166851.html,1,0,4,4.0
Conseiller Client en réception d'appel - Rabat,Sitel Group devient officiellement Foundever™.,Bac Minimum - Baccalauréat,Moins de 1 an,"1100 Bd El Qods, Sidi Maârouf), Casanearshore Park 20100 Casablanca",CDI,"[""Call"" ""Centers"", ""Centre"" d'""appel""]",https://www.rekrute.com/offre-emploi-conseiller-client-en-reception-dappel-recrutement-foundever-ex-sitel-group-rabat-166964.html,1,0,-1,0.5
Ingénieur Génie Civil/Structure métallique sénior H/F - Casablanca,Bienvenue chez PM ENGINEERING,Bac +5 et plus Minimum - Master,De 5 à 10 ans,Oasis Casablanca - Casablanca,CDI,"[""Gestion"" ""projet"", ""Etudes"", R&""D"", ""Pétrole"", ""Gaz""]",https://www.rekrute.com/offre-emploi-ingenieur-genie-civilstructure-metallique-senior-hf-recrutement-pm-engineering-by-parlym-casablanca-166274.html,1,0,4,7.5
Electricien installateur dépanneur IRVE (bornes de recharge pour les véhicules électriques) H/F - Casablanca,Le Groupe Solutions30 est le partenaire privilégié des entreprises pour la mise en œuvre des nouvelles technologies numériques en Europe et pour l’assistance aux utilisateurs. Leader européen du marché,Bac +2 Minimum - BTS / DUT,De 3 à 5 ans,"27 Boulevard Mohamed Zerktouni Casablanca Résidence Montassir, Troisième étage 20000 Casablanca",CDI,"[""Electricité"", ""Electronique"", ""Electricité""]",https://www.rekrute.com/offre-emploi-electricien-installateur-depanneur-irve-bornes-de-recharge-pour-les-vehicules-electriques-hf-recrutement-sol30-casablanca-166963.html,1,0,1,4.0
Rejoignez une équipe qui transforme chaque appel en opportunité ! ???? - Kénitra,Nous sommes un leader mondial en matière de technologie et de services qui propulse les marques du futur. Nous aidons des marques connues – celles que vous utilisez quotidiennement – à améliorer leurs activités grâce à la technologie et à des solutions intégrées,Bac Minimum - Autre,Moins de 1 an,"43, Bd Ibn Sina 10000 Rabat",Autre,"[""Call"" ""Centers"", ""Centre"" d'""appel""]",https://www.rekrute.com/offre-emploi-rejoignez-une-equipe-qui-transforme-chaque-appel-en-opportunite-recrutement-concentrix-webhelp-kenitra-166962.html,0,0,-1,0.5
Stagiaire PMO Odoo - Casablanca,Overseas Catering & Services (OCS) est un groupe qui offre une gamme de service aux entreprises en matière de Restauration Collective et de Facilities Management.,Bac +4 Minimum,Moins de 1 an - De 1 à 3 ans,-- Casablanca,Stage,"[""Informatique"", ""Electronique"", ""Autres"" ""services""]",https://www.rekrute.com/offre-emploi-stagiaire-pmo-odoo-recrutement-ocs-group-casablanca-166543.html,0,0,3,2.0
Responsable commercial régional - Nador,Fondée en 1993,Bac +5 et plus Minimum - BTS / DUT,De 1 à 3 ans - De 3 à 5 ans,"17, lotissement la colline II Sidi Maarouf - Casablanca",CDI,"[""Commercial"", ""Vente"", ""Export"", ""Agroalimentaire"", ""Distribution""]",https://www.rekrute.com/offre-emploi-responsable-commercial-regional-recrutement-graderco-nador-165904.html,1,0,4,2.0
Accountant - Treasury - Casablanca,Air Arabia (PJSC),Bac +3 Maximum - Université,De 3 à 5 ans,Morocco Morocco,CDI,"[""Gestion"", ""Comptabilité"", ""Finance"", ""Aéronautique"", ""Spatial"", ""Banque"", ""Finance""]",https://www.rekrute.com/offre-emploi-accountant---treasury-recrutement-air-arabia-casablanca-166961.html,1,0,2,4.0
Responsable Trésorerie middle office - CASABLANCA,Unknown,Bac +5 et plus Minimum - Master,De 3 à 5 ans - De 5 à 10 ans,Agadir 80000 Agadir,CDI,"[""Banque"", ""Autres"" ""services""]",https://www.rekrute.com/offre-emploi-responsable-tresorerie-middle-office-recrutement-groupe-azura-casablanca-166960.html,1,0,4,4.0
Project Manager - Benguerir,Mohammed VI Polytechnic University is an institution dedicated to research and innovation in Africa and aims to position itself among world-renowned universities in its fields The University is engaged in economic and human development and puts research and innovation at the forefront of African development. A mechanism that enables it to consolidate Morocco’s frontline position in these fields,Bac +5 et plus Minimum,De 3 à 5 ans,"Lot 660, Hay Moulay Rachid, Ben Guerir 43150",CDI,"[""Gestion"" ""projet"", ""Etudes"", R&""D"", ""Enseignement"", ""Formation""]",https://www.rekrute.com/offre-emploi-project-manager-recrutement-um6p---universite-mohammed-vi-polytechnique-benguerir-166959.html,1,0,4,4.0
General Manager - Benguerir,Mohammed VI Polytechnic University is an institution dedicated to research and innovation in Africa and aims to position itself among world-renowned universities in its fields The University is engaged in economic and human development and puts research and innovation at the forefront of African development. A mechanism that enables it to consolidate Morocco’s frontline position in these fields,Bac +5 et plus Minimum,Plus de 20 ans,"Lot 660, Hay Moulay Rachid, Ben Guerir 43150",CDI,"[""Responsable"" ""de"" ""Département"", ""Enseignement"", ""Formation""]",https://www.rekrute.com/offre-emploi-general-manager-recrutement-um6p---universite-mohammed-vi-polytechnique-benguerir-166958.html,1,0,4,21.0
Téléconseillers en prise des RDVS - Tanger - Tanger,Impérial Com - L'Esprit de Communication,Bac +2 Minimum - Université,Débutant,Riad Tetouan Immeuble Office Bulding 3ème Etage Tanger Tanger,CDI,"[""Call"" ""Centers"", ""Centre"" d'""appel""]",https://www.rekrute.com/offre-emploi-teleconseillers-en-prise-des-rdvs---tanger-recrutement-imperial-com-tanger-166957.html,1,0,1,-1.0
Architecte Réseaux & cybersécurité ( ARC) - Casablanca,Présent depuis 1997 au Maroc,Bac +5 et plus Minimum - Master,De 5 à 10 ans,"Tour Végétale JASMIN | 1, rue des Plateformes - Lot N°123 20036 Casablanca",Autre,"[""Informatique"", ""Electronique"", ""Informatique""]",https://www.rekrute.com/offre-emploi-architecte-reseaux-cybersecurite-arc-recrutement-manpower-agences-casablanca-166617.html,0,0,4,7.5
Technicien(ne) Helpdesk N2 - Casablanca,Présent depuis 1997 au Maroc,Bac +2 Minimum,Moins de 1 an,"Tour Végétale JASMIN | 1, rue des Plateformes - Lot N°123 20036 Casablanca",CDI,"[""Call"" ""Centers"", ""Centre"" d'""appel"", ""Informatique""]",https://www.rekrute.com/offre-emploi-technicienne-helpdesk-n2-recrutement-manpower-agences-casablanca-166955.html,1,0,1,0.5
Lead Buyer Packaging - Agadir,Unknown,Bac +5 et plus Minimum - Master,De 5 à 10 ans - De 10 à 20 ans,Agadir 80000 Agadir,CDI,"[""Achats"", ""Supply"" ""Chain"", ""Agroalimentaire"", ""Autres"" ""services""]",https://www.rekrute.com/offre-emploi-lead-buyer-packaging-recrutement-groupe-azura-agadir-166954.html,1,0,4,7.5
Supply Chain Technician - Fès,Capgemini Engineering est la marque du groupe Capgemini réunissant les services d'ingénierie et de R&D d’Altran,Bac +3 Maximum - BTS / DUT - Formation professionnelle,Débutant,"shore 17, Casanearshore Boulevard El Qods 20000 Casablanca",Autre,"[""Achats"", ""Supply"" ""Chain"", ""Aéronautique"", ""Spatial"", ""Automobile"", ""Motos"", ""Cycles""]",https://www.rekrute.com/offre-emploi-supply-chain-technician-recrutement-capgemini-engineering-fes-166072.html,0,0,2,-1.0
TOW Leader ( H/F) - Casablanca,Capgemini Engineering est la marque du groupe Capgemini réunissant les services d'ingénierie et de R&D d’Altran,Bac +5 et plus - Master - Ecole d'ingénieur,De 3 à 5 ans,"shore 17, Casanearshore Boulevard El Qods 20000 Casablanca",CDI,"[""Méthodes"", ""Process"", ""Industrialisation"", ""Aéronautique"", ""Spatial""]",https://www.rekrute.com/offre-emploi-tow-leader-hf-recrutement-capgemini-engineering-casablanca-166953.html,1,0,4,4.0
Jardinier - Tanger,Présent depuis 1997 au Maroc,Bac Minimum,De 1 à 3 ans,"Tour Végétale JASMIN | 1, rue des Plateformes - Lot N°123 20036 Casablanca",Intérim,"[""Hôtellerie"", ""Restauration"", ""Agriculture"", ""Environnement""]",https://www.rekrute.com/offre-emploi-jardinier-recrutement-manpower-agences-tanger-166952.html,0,0,-1,2.0
Digital & Data Analyst ( H/F) - Casablanca,Capgemini Engineering est la marque du groupe Capgemini réunissant les services d'ingénierie et de R&D d’Altran,Bac +5 et plus - Master - Ecole d'ingénieur,De 3 à 5 ans,"shore 17, Casanearshore Boulevard El Qods 20000 Casablanca",CDI,"[""Méthodes"", ""Process"", ""Industrialisation"", ""Automobile"", ""Motos"", ""Cycles""]",https://www.rekrute.com/offre-emploi-digital-data-analyst-hf-recrutement-capgemini-engineering-casablanca-166951.html,1,0,4,4.0
Assistant Commercial (H/F) - Casablanca,C’est en 1902 que le Dr Willis H. Carrier invente et fabrique le tout premier climatiseur moderne au monde. Depuis cette date,Bac +2 Minimum,De 1 à 3 ans,"Immeuble LA COMANAV, 7 Boulevard la résistance 20300 Casablanca",CDI,"[""Call"" ""Centers"", ""Centre"" d'""appel"", ""Offshoring"", ""Nearshoring""]",https://www.rekrute.com/offre-emploi-assistant-commercial-hf-recrutement-maroc-climate-and-security-mcs---carrier-casablanca-166301.html,1,0,1,2.0
Sales Associate - Casablanca,C’est en 1902 que le Dr Willis H. Carrier invente et fabrique le tout premier climatiseur moderne au monde. Depuis cette date,Bac +3 Minimum,De 1 à 3 ans,"Immeuble LA COMANAV, 7 Boulevard la résistance 20300 Casablanca",CDD,"[""Commercial"", ""Vente"", ""Export"", ""Energie""]",https://www.rekrute.com/offre-emploi-sales-associate-recrutement-maroc-climate-and-security-mcs---carrier-casablanca-166266.html,0,1,2,2.0
Technical Sales Consulting in Air Conditioning (H/F) - Casablanca,C’est en 1902 que le Dr Willis H. Carrier invente et fabrique le tout premier climatiseur moderne au monde. Depuis cette date,Bac +3 Minimum - Master,Moins de 1 an,"Immeuble LA COMANAV, 7 Boulevard la résistance 20300 Casablanca",CDD,"[""Gestion"" ""projet"", ""Etudes"", R&""D"", ""Energie"", ""Autres"" ""Industries""]",https://www.rekrute.com/offre-emploi-technical-sales-consulting-in-air-conditioning-hf-recrutement-maroc-climate-and-security-mcs---carrier-casablanca-165732.html,0,1,2,0.5
Administration des Ventes - ADV (H/F) - Casablanca,Le Groupe Solutions30 est le partenaire privilégié des entreprises pour la mise en œuvre des nouvelles technologies numériques en Europe et pour l’assistance aux utilisateurs. Leader européen du marché,Bac +3 Minimum,De 3 à 5 ans,"27 Boulevard Mohamed Zerktouni Casablanca Résidence Montassir, Troisième étage 20000 Casablanca",CDI,"[""Administration"" ""des"" ""ventes"", ""SAV"", ""Indifférent""]",https://www.rekrute.com/offre-emploi-administration-des-ventes---adv-hf-recrutement-sol30-casablanca-166948.html,1,0,2,4.0
CONTRÔLEUR DE GESTION SOCIALE (H/F) - CASABLANCA,Le Groupe Solutions30 est le partenaire privilégié des entreprises pour la mise en œuvre des nouvelles technologies numériques en Europe et pour l’assistance aux utilisateurs. Leader européen du marché,Bac +5 et plus Minimum - Master,De 3 à 5 ans,"27 Boulevard Mohamed Zerktouni Casablanca Résidence Montassir, Troisième étage 20000 Casablanca",CDI,"[""Gestion"", ""Comptabilité"", ""Finance"", ""Indifférent""]",https://www.rekrute.com/offre-emploi-controleur-de-gestion-sociale-hf-recrutement-sol30-casablanca-166947.html,1,0,4,4.0
Operations Manager (Expérience en Call Center) - Tanger,Sitel Group devient officiellement Foundever™.,Bac +3 Minimum - Autre,De 1 à 3 ans,"1100 Bd El Qods, Sidi Maârouf), Casanearshore Park 20100 Casablanca",CDI,"[""Gestion"" ""projet"", ""Etudes"", R&""D"", ""Centre"" d'""appel""]",https://www.rekrute.com/offre-emploi-operations-manager-experience-en-call-center-recrutement-foundever-ex-sitel-group-tanger-166945.html,1,0,2,2.0
Développement Commercial - Sponsoring et Partenariats - Casablanca,SEVEN PM est une agence de référence en matière de production culturelle,Bac +5 et plus Minimum - Ecole de commerce,De 3 à 5 ans,casablanca,CDI,"[""Commercial"", ""Vente"", ""Export"", ""Centre"" d'""appel"", ""Indifférent""]",https://www.rekrute.com/offre-emploi-developpement-commercial---sponsoring-et-partenariats-recrutement-seven-pm-casablanca-165851.html,1,0,4,4.0
Chef de Projets Evénementiels - Casablanca,SEVEN PM est une agence de référence en matière de production culturelle,Bac +4 Maximum - BTS / DUT,De 3 à 5 ans - De 5 à 10 ans,casablanca,CDI,"[""Communication"", ""Publicité"", ""RP"", ""Communication"", ""Evénementiel""]",https://www.rekrute.com/offre-emploi-chef-de-projets-evenementiels-recrutement-seven-pm-casablanca-166306.html,1,0,3,4.0
Planification et prise de RDV - Casablanca,Le Groupe Solutions30 est le partenaire privilégié des entreprises pour la mise en œuvre des nouvelles technologies numériques en Europe et pour l’assistance aux utilisateurs. Leader européen du marché,Bac Minimum - Formation spécialisée - Baccalauréat,De 1 à 3 ans,"27 Boulevard Mohamed Zerktouni Casablanca Résidence Montassir, Troisième étage 20000 Casablanca",CDI,"[""Call"" ""Centers"", ""Autres"" ""services""]",https://www.rekrute.com/offre-emploi-planification-et-prise-de-rdv-recrutement-sol30-casablanca-166944.html,1,0,-1,2.0
Superviseur - Tanger,Impérial Com - L'Esprit de Communication,Bac +2 Minimum - Université,Moins de 1 an - De 1 à 3 ans,Riad Tetouan Immeuble Office Bulding 3ème Etage Tanger Tanger,CDI,"[""Call"" ""Centers"", ""Centre"" d'""appel""]",https://www.rekrute.com/offre-emploi-superviseur-recrutement-imperial-com-tanger-166810.html,1,0,1,2.0
Téléconseiller en prise des Rdvs Rénovations d'Ampleur Débutant ou Expérimenté H/F (Tanger) - Tanger,Impérial Com - L'Esprit de Communication,Bac +2 Minimum - Université,Débutant,Riad Tetouan Immeuble Office Bulding 3ème Etage Tanger Tanger,CDI,"[""Call"" ""Centers"", ""Centre"" d'""appel""]",https://www.rekrute.com/offre-emploi-teleconseiller-en-prise-des-rdvs-renovations-dampleur-debutant-ou-experimente-hf-tanger-recrutement-imperial-com-tanger-166811.html,1,0,1,-1.0
Agent Commercial back office - Casablanca,Grande entreprise industrielle située à Casablanca,Bac +2 Minimum - Ecole de commerce,De 1 à 3 ans,not found,CDI,"[""Commercial"", ""Vente"", ""Export"", ""Agroalimentaire"", ""Autres"" ""Industries""]",https://www.rekrute.com/offre-emploi-agent-commercial-back-office-recrutement-confidentiel-casablanca-166942.html,1,0,1,2.0
Chef de Projets Industriels Composites - Nouaceur,ORH Assessment,Bac +5 et plus Minimum - Master,De 5 à 10 ans,"47, Bd d'Anfa 20070 Casablanca",CDI,"[""Méthodes"", ""Process"", ""Industrialisation"", ""Aéronautique"", ""Spatial"", ""Automobile"", ""Motos"", ""Cycles""]",https://www.rekrute.com/offre-emploi-chef-de-projets-industriels-composites-recrutement-orh-assessment-nouaceur-166940.html,1,0,4,7.5
Plant Quality Specialist - Tanger,We are a leading company in the automotive sector looking for a Plant Quality Specialist,Bac +5 et plus Minimum,Moins de 1 an,not found,CDI,"[""Production"", ""Qualité"", ""Sécurité"", ""Maintenance"", ""Automobile"", ""Motos"", ""Cycles""]",https://www.rekrute.com/offre-emploi-plant-quality-specialist-recrutement-confidentiel-tanger-166939.html,1,0,4,0.5
Ingénieur Amélioration Continue - Nouaceur,Safran Nacelles est l'un des deux principaux intégrateurs mondiaux de nacelles de moteurs d'avion. Avec plus de 19 000 équipements en service,Bac +5 et plus Minimum,De 3 à 5 ans,BP 80 Technopole Aeroport Mohamed V Nouaceur Casablanca,CDI,"[""Méthodes"", ""Process"", ""Industrialisation"", ""Aéronautique"", ""Spatial""]",https://www.rekrute.com/offre-emploi-ingenieur-amelioration-continue-recrutement-safran-nacelles-nouaceur-166334.html,1,0,4,4.0
Chargé de restauration collective - Casablanca,Attijariwafa bank est le premier groupe bancaire et financier du Maghreb et un acteur financier de référence en Afrique. En plus de l’activité bancaire,Bac +3 Minimum,De 1 à 3 ans,2 Boulevard Moulay Youssef 20250 Casablanca,Autre,"[""Gestion"", ""Comptabilité"", ""Finance"", ""Banque"", ""Finance"", ""Hôtellerie"", ""Restauration""]",https://www.rekrute.com/offre-emploi-charge-de-restauration-collective-recrutement-attijariwafa-bank-casablanca-166938.html,0,0,2,2.0
Cadre Commercial Junior - Casablanca,Filiale du Groupe Robelbois,Bac +2 Minimum - Ecole de commerce - Université,De 1 à 3 ans - De 3 à 5 ans,levard Ahl Loghlam 20630 Casablanca,CDI,"[""Commercial"", ""Vente"", ""Export"", ""BTP"", ""Génie"" ""Civil"", ""Autres"" ""Industries""]",https://www.rekrute.com/offre-emploi-cadre-commercial-junior-recrutement-comarbois-casablanca-165459.html,1,0,1,2.0
Conseiller de vente (H/F) - IKEA Morocco Mall Shop - Casablanca,IKEA is a global retailer known for affordable,Bac +2 Minimum,De 1 à 3 ans,Morocco Mall Casablanca 27223 Casablanca,CDI,"[""Commercial"", ""Vente"", ""Export"", ""Distribution""]",https://www.rekrute.com/offre-emploi-conseiller-de-vente-hf---ikea-morocco-mall-shop-recrutement-ikea-maroc-casablanca-166937.html,1,0,1,2.0
Conseiller de vente (H/F) - IKEA Zenata - Casablanca,IKEA is a global retailer known for affordable,Bac +2 Minimum,De 1 à 3 ans,Sortie Autoroute Aïn Arrouda Zenata,CDI,"[""Commercial"", ""Vente"", ""Export"", ""Distribution""]",https://www.rekrute.com/offre-emploi-conseiller-de-vente-hf---ikea-zenata-recrutement-ikea-maroc-casablanca-166936.html,1,0,1,2.0
Conseillers Technico-commerciaux pour un opérateur téléphonique (dimanche fixe) - Rabat,Sitel Group devient officiellement Foundever™.,Bac Minimum - Baccalauréat,Moins de 1 an,"1100 Bd El Qods, Sidi Maârouf), Casanearshore Park 20100 Casablanca",CDI,"[""Call"" ""Centers"", ""Centre"" d'""appel""]",https://www.rekrute.com/offre-emploi-conseillers-technico-commerciaux-pour-un-operateur-telephonique-dimanche-fixe-recrutement-foundever-ex-sitel-group-rabat-166239.html,1,0,-1,0.5
Responsable de station de service - Bouskoura,DOMINO RH propose l’ensemble des services RH (intérim,Bac +3 Minimum - Master - Université,De 3 à 5 ans,"202, Bd Abdelmoumen N°5 Rdc 20000 Casablanca",CDI,"[""Commercial"", ""Vente"", ""Export"", ""Distribution"", ""Pétrole"", ""Gaz""]",https://www.rekrute.com/offre-emploi-responsable-de-station-de-service-recrutement-domino-hr-morocco-bouskoura-166934.html,1,0,2,4.0
Ingénieur devOps - Technopolis,Vous êtes en quête de nouveaux challenges et vous souhaitez donner un nouvel élan à votre carrière ? Vous cherchez à rejoindre une entreprise à taille humaine qui place l’agilité,Bac +5 et plus Minimum,De 5 à 10 ans,"Batiment B0, 2 éme Etage, Technopolis, 11100, Sale Al Jadida, Rabat-Salé-Zemmour-Zaër, Maroc 11 100 Rabat",CDI,"[""Multimédia"", ""Internet"", ""Informatique""]",https://www.rekrute.com/offre-emploi-ingenieur-devops-recrutement-sofrecom-maroc-technopolis-165549.html,1,0,4,7.5
Concepteur Développeur BI (H/F) - Casablanca,Vous êtes en quête de nouveaux challenges et vous souhaitez donner un nouvel élan à votre carrière ? Vous cherchez à rejoindre une entreprise à taille humaine qui place l’agilité,Bac +5 et plus Minimum - Ecole d'ingénieur,De 3 à 5 ans,"Batiment B0, 2 éme Etage, Technopolis, 11100, Sale Al Jadida, Rabat-Salé-Zemmour-Zaër, Maroc 11 100 Rabat",CDI,"[""Informatique"", ""Electronique"", ""Informatique""]",https://www.rekrute.com/offre-emploi-concepteur-developpeur-bi-hf-recrutement-sofrecom-maroc-casablanca-166583.html,1,0,4,4.0
Dessinateur 3D industriel - Casablanca,Grande entreprise industrielle située à Casablanca,Bac +3 Minimum - BTS / DUT,De 1 à 3 ans,not found,CDI,"[""Méthodes"", ""Process"", ""Industrialisation"", ""Automobile"", ""Motos"", ""Cycles"", ""Autres"" ""Industries""]",https://www.rekrute.com/offre-emploi-dessinateur-3d-industriel-recrutement-confidentiel-casablanca-166933.html,1,0,2,2.0
Stagiaire Finance - Casablanca,Fort de ses 15 années d’expertise dans le domaine de l’externalisation de la relation client et des métiers IT,Bac +3 Minimum,Moins de 1 an - De 1 à 3 ans,"Bd Abdelmoumen, Casablanca 20250 Casablanca",Stage,"[""Assistanat"" ""de"" ""Direction"", ""Services"" ""Généraux"", ""Banque"", ""Finance"", ""Comptabilité"", ""Audit""]",https://www.rekrute.com/offre-emploi-stagiaire-finance-recrutement-tersea-casablanca-166932.html,0,0,2,2.0
Data Engineer (H/F) - Casablanca,Océane Consulting Maroc,Bac +5 et plus Minimum - Master,De 5 à 10 ans,Confidentiel Confidentiel Confidentiel,CDI,"[""Informatique"", ""Electronique"", ""Informatique"", ""Internet"", ""Multimédia""]",https://www.rekrute.com/offre-emploi-data-engineer-hf-recrutement-oceane-consulting-it-maroc-casablanca-166931.html,1,0,4,7.5
Senior Data Engineer AZURE - Technopolis,DXC Technology est née en Avril 2017 d'une fusion entre CSC (Computer Sciences Corporation),Bac +4 Minimum - Master,De 5 à 10 ans,"Technopolis-Rabatshore , batiment B9 11100 Sala Al Jadida - Rabat",CDI,"[""Informatique"", ""Electronique"", ""Informatique""]",https://www.rekrute.com/offre-emploi-senior-data-engineer-azure-recrutement-dxc-technology-maroc-technopolis-166930.html,1,0,3,7.5
Consultant WMS Anglophone-H/F - Technopolis,DXC Technology est née en avril 2017 d'une fusion entre CSC (Computer Sciences Corporation),Bac +5 et plus Minimum - Master,De 5 à 10 ans,"Technopolis-Rabatshore , batiment B9 11100 Sala Al Jadida - Rabat",CDI,"[""Informatique"", ""Electronique"", ""Informatique""]",https://www.rekrute.com/offre-emploi-consultant-wms-anglophone-hf-recrutement-dxc-technology-maroc-technopolis-166929.html,1,0,4,7.5
AI Lead - H/F - Rabat,DXC Technology est le fruit d’un partenariat stratégique entre Enterprise Services de Hewlett Packard Enterprise et l’investisseur n°1 au Maroc : la Caisse de Dépôt et de Gestion. DXC Technology Monde a été créée le 3 Avril 2017,Bac +5 et plus Minimum - Master,De 5 à 10 ans,"Technopolis-Rabatshore , batiment B9 11100 Sala Al Jadida - Rabat",CDI,"[""Informatique"", ""Electronique"", ""Informatique""]",https://www.rekrute.com/offre-emploi-ai-lead---hf-recrutement-dxc-technology-maroc-rabat-166928.html,1,0,4,7.5
Data Lead- H/F - Rabat,DXC Technology est le fruit d’un partenariat stratégique entre Enterprise Services de Hewlett Packard Enterprise et l’investisseur n°1 au Maroc : la Caisse de Dépôt et de Gestion. DXC Technology Monde a été créée le 3 Avril 2017,Bac +5 et plus Minimum - Master,De 5 à 10 ans,"Technopolis-Rabatshore , batiment B9 11100 Sala Al Jadida - Rabat",CDI,"[""Informatique"", ""Electronique"", ""Informatique""]",https://www.rekrute.com/offre-emploi-data-lead--hf-recrutement-dxc-technology-maroc-rabat-166927.html,1,0,4,7.5
Chef De Département Produits Frais - Tout le maroc,Créé en 1986 et côté à la Bourse de Casablanca depuis 2008,Bac +5 et plus Minimum,De 3 à 5 ans,Route nationale 1km 3.5 douar Oulad Othman- SKHIRAT,CDI,"[""Distribution"", ""Distribution""]",https://www.rekrute.com/offre-emploi-chef-de-departement-produits-frais-recrutement-groupe-labelvie---carrefour-tout-le-maroc-166926.html,1,0,4,4.0
Chargé(e) des plateformes académiques et de la scolarité - Benguerir,Mohammed VI Polytechnic University is an institution dedicated to research and innovation in Africa and aims to position itself among world-renowned universities in its fields The University is engaged in economic and human development and puts research and innovation at the forefront of African development. A mechanism that enables it to consolidate Morocco’s frontline position in these fields,Bac +5 et plus Minimum,De 3 à 5 ans,"Lot 660, Hay Moulay Rachid, Ben Guerir 43150",CDI,"[""Informatique"", ""Electronique"", ""Enseignement"", ""Formation""]",https://www.rekrute.com/offre-emploi-chargee-des-plateformes-academiques-et-de-la-scolarite-recrutement-um6p---universite-mohammed-vi-polytechnique-benguerir-166925.html,1,0,4,4.0
Agent Général (H/F) - Tout le Maroc,Forte de plus de 70 ans d’existence sur le marché,Bac +3 Minimum,De 3 à 5 ans - De 5 à 10 ans,83 Avenue des far Casablanca,Autre,"[""Commercial"", ""Vente"", ""Export"", ""Assurance"", ""Courtage"", ""Banque"", ""Finance""]",https://www.rekrute.com/offre-emploi-agent-general-hf-recrutement-royale-marocaine-dassurance-tout-le-maroc-166909.html,0,0,2,4.0
Chef de Projet Formation - Casablanca,ORH Assessment,Bac +5 et plus Minimum - Ecole de commerce,De 1 à 3 ans,"47, Bd d'Anfa 20070 Casablanca",CDI,"[""Commercial"", ""Vente"", ""Export"", ""Autres"" ""services""]",https://www.rekrute.com/offre-emploi-chef-de-projet-formation-recrutement-orh-assessment-casablanca-166924.html,1,0,4,2.0
Coordinator - Sales Support - Casablanca,Air Arabia (PJSC),Bac +3 Minimum - Ecole de commerce,De 1 à 3 ans,Morocco Morocco,CDI,"[""Commercial"", ""Vente"", ""Export"", ""Aéronautique"", ""Spatial""]",https://www.rekrute.com/offre-emploi-coordinator---sales-support-recrutement-air-arabia-casablanca-166923.html,1,0,2,2.0
Coordinateur Assurance qualité Fournisseurs - Nouaceur,Safran Nacelles est l'un des deux principaux intégrateurs mondiaux de nacelles de moteurs d'avion. Avec plus de 19 000 équipements en service,Bac +5 et plus Minimum,De 3 à 5 ans,BP 80 Technopole Aeroport Mohamed V Nouaceur Casablanca,CDI,"[""Production"", ""Qualité"", ""Sécurité"", ""Maintenance"", ""Aéronautique"", ""Spatial""]",https://www.rekrute.com/offre-emploi-coordinateur-assurance-qualite-fournisseurs-recrutement-safran-nacelles-nouaceur-166017.html,1,0,4,4.0
Auditeur Junior (H/F) - Casablanca,Pourquoi nous rejoindre ?,Bac +5 et plus Minimum - Master,Moins de 1 an,"Nearshore Park - 110 Bd Al Qods - Bat Shore 26, 6ème étage - Casablanca Sidi Maarouf (Maroc) Casablanca",CDI,"[""Audit"", ""Conseil"", ""Comptabilité"", ""Audit""]",https://www.rekrute.com/offre-emploi-auditeur-junior-hf-recrutement-pwc-casablanca-166921.html,1,0,4,0.5
Manager d'équipe helpdesk (parfaitement bilingue) - Casablanca,Sogetrel est un partenaire clé de la transformation numérique des entreprises et des territoires depuis plus de 35 ans.,Bac +3 Minimum - BTS / DUT - Université,De 3 à 5 ans,Bd Ghandi 20000 Casablanca,CDI,"[""Informatique"", ""Electronique"", ""Centre"" d'""appel"", ""Telecom""]",https://www.rekrute.com/offre-emploi-manager-dequipe-helpdesk-parfaitement-bilingue-recrutement-genius-services-casablanca-166920.html,1,0,2,4.0
